"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"4025","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP106/2025-2026/227445","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","12-Feb-2026","Atul gublele","Payment Success","184493"
"4026","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP106/2025-2026/227445","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","08-Jan-2026","Atul gublele","Payment Success","88500"
"4027","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP106/2025-2026/227445","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","12-Dec-2025","Atul gublele","Payment Success","117500"
"4028","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/202915","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","09-Dec-2025","GP Gasota","Payment Success","120000"
"4029","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/202915","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","26-Feb-2026","GP Gasota","Payment Success","80000"
"4030","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP831/2025-2026/268494","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","15-May-2026","Shyama Gaon Bazar to Shyama Gaon Field","Payment Success","2000000"
"4031","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP073/2025-2026/273860","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","15-May-2026","Shyama Gaon Bazar to Shyama Gaon Field","Payment Success","2500000"
"4032","Madhya Pradesh","Construction of community centers and community halls","WS/MP106/2025-2026/234620","MANDLA(DISTRICT COLLECTOR MANDLA_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","08-Dec-2025","GRAM PANCHAYAT KUMHA","Payment Success","120000"
"4033","Madhya Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP106/2025-2026/234621","MANDLA(DISTRICT COLLECTOR MANDLA_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","08-Dec-2025","GRAM PANCHAYAT KUMHA","Payment Success","300000"
"4034","Madhya Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP106/2025-2026/234621","MANDLA(DISTRICT COLLECTOR MANDLA_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","30-Jul-2026","GRAM PANCHAYAT KUMHA","Payment Success","200000"
"4035","Chhattisgarh","Construction of culverts and bridges","WS/MP225/2026-2027/278134","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","22-May-2026","AK Ventures","Payment Success","900400"
"4036","Chhattisgarh","Construction of culverts and bridges","WS/MP225/2026-2027/278133","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","22-May-2026","AK Ventures","Payment Success","900400"
"4037","Chhattisgarh","Construction of footpaths and pedestrian ways","WS/MP225/2026-2027/278135","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","22-May-2026","AK Ventures","Payment Success","900400"
"4038","Gujarat","Construction of boundary walls of existing public and community buildings","WS/MP889/2025-2026/147858","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","10-Apr-2026","CHAMUNDA CONSTRUCTION","Payment Success","600000"
"4039","Gujarat","Construction of community centers and community halls","WS/MP18403/2025-2026/178252","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","06-Feb-2026","CHAMUNDA CONSTRUCTION","Payment Success","499378"
"4040","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP044/2025-2026/217267","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Shri Akhilesh Prasad Singh (2024-30) (2024-2030)","Elected MP","08-Dec-2025","NIRAJ KUMAR","Payment Success","1430622"
"4041","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP044/2025-2026/217263","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Shri Akhilesh Prasad Singh (2024-30) (2024-2030)","Elected MP","08-Dec-2025","NIRAJ KUMAR","Payment Success","1435589"
"4042","Tamil Nadu","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP015/2025-2026/218529","TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA)","Shri R. Dharmar (2022-28) (2022-2028)","Elected MP","08-Dec-2025","Karthikeyan P","Payment Success","2474582"
"4043","Tamil Nadu","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP015/2025-2026/218530","TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA)","Shri R. Dharmar (2022-28) (2022-2028)","Elected MP","08-Dec-2025","Karthikeyan P","Payment Success","2468730"
"4044","Kerala","Purchase of vans and buses for educational institutions","WS/MP101/2024-2025/153063","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Shri Sandosh Kumar P (2022-28) (2022-2028)","Elected MP","08-Dec-2025","P S N AUTOMOTIVE MARKETING PVT LTD","Payment Success","121686"
"4045","Kerala","Purchase of vans and buses for educational institutions","WS/MP101/2024-2025/153064","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Shri Sandosh Kumar P (2022-28) (2022-2028)","Elected MP","08-Dec-2025","P S N AUTOMOTIVE MARKETING PVT LTD","Payment Success","121686"
"4046","Nagaland","Construction of footpaths and pedestrian ways","WS/MP233/2025-2026/249163","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-Dec-2025","Yanga Y Konyak","Payment Success","600000"
"4047","Nagaland","Construction of footpaths and pedestrian ways","WS/MP233/2025-2026/249163","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","20-Jan-2026","Yanga Y Konyak","Payment Success","400000"
"4048","Nagaland","Development of playfields and sports grounds","WS/MP233/2025-2026/249157","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-Dec-2025","Tinge N Konyak","Payment Success","240000"
"4049","Nagaland","Development of playfields and sports grounds","WS/MP233/2025-2026/249157","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","20-Jan-2026","Tinge N Konyak","Payment Success","160000"
"4050","Nagaland","Construction of buildings for sports facilities","WS/MP233/2025-2026/246829","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-Dec-2025","N Khongwang Konyak","Payment Success","900000"
"4051","Nagaland","Construction of buildings for sports facilities","WS/MP233/2025-2026/246829","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","02-Mar-2026","N Khongwang Konyak","Payment Success","600000"
"4052","Nagaland","Construction of buildings for community cultural activities","WS/MP233/2026-2027/285812","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","15-Jul-2026","N Khongwang Konyak","Payment Success","1800000"
"4053","Nagaland","Construction of common work sheds/ common covered sitting area","WS/MP233/2025-2026/249141","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-Dec-2025","T Methna Konyak","Payment Success","180000"
"4054","Nagaland","Construction of common work sheds/ common covered sitting area","WS/MP233/2025-2026/249141","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","02-Mar-2026","T Methna Konyak","Payment Success","120000"
"4055","Nagaland","Construction of public staircase/ stair ghat for public convenience","WS/MP233/2025-2026/249159","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-Dec-2025","N Heihnei Konyak","Payment Success","360000"
"4056","Nagaland","Construction of public staircase/ stair ghat for public convenience","WS/MP233/2025-2026/249159","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","02-Mar-2026","N Heihnei Konyak","Payment Success","240000"
"4057","Nagaland","Construction of public staircase/ stair ghat for public convenience","WS/MP233/2025-2026/251322","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-Dec-2025","Wangkhum Konyak","Payment Success","971400"
"4058","Nagaland","Construction of public staircase/ stair ghat for public convenience","WS/MP233/2025-2026/251322","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","20-Jan-2026","Wangkhum Konyak","Payment Success","647600"
"4059","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP073/2026-2027/273870","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","15-May-2026","Adokgiri road via Ambuk Bishahari Mandir to Kaimari club","Payment Success","2500000"
"4060","Nagaland","Providing drains and gutters for public drainage","WS/MP233/2025-2026/251284","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-Dec-2025","Nyelei Konyak","Payment Success","2100000"
"4061","Nagaland","Providing drains and gutters for public drainage","WS/MP233/2025-2026/251284","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","20-Jan-2026","Nyelei Konyak","Payment Success","1400000"
"4062","Nagaland","Construction of public staircase/ stair ghat for public convenience","WS/MP233/2025-2026/251286","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-Dec-2025","Litwang Konyak","Payment Success","600000"
"4063","Nagaland","Construction of public staircase/ stair ghat for public convenience","WS/MP233/2025-2026/251286","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","20-Jan-2026","Litwang Konyak","Payment Success","400000"
"4064","Himachal Pradesh","Construction of additional rooms and halls in the existing public and community building","WS/MP078/2025-2026/199256","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","12-Dec-2025","KVS Kirwin","Payment Success","174086"
"4065","Punjab","Construction of buildings for sports facilities","WS/MP141/2025-2026/192027","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","21-Jan-2026","The Majhot COOP LANDC Society Ltd","Payment Success","404384"
"4066","Punjab","Construction of buildings for sports facilities","WS/MP141/2025-2026/192027","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","18-Feb-2026","The Majhot COOP LANDC Society Ltd","Payment Success","520150"
"4067","Punjab","Construction of buildings for sports facilities","WS/MP141/2025-2026/192027","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","28-Jul-2026","The Majhot COOP LANDC Society Ltd","Payment Success","12166"
"4068","Punjab","Development of playfields and sports grounds","WS/MP141/2025-2026/192028","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","31-Dec-2025","The Majhot COOP LANDC Society Ltd","Payment Success","482341"
"4069","Punjab","Development of playfields and sports grounds","WS/MP141/2025-2026/192028","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","20-Apr-2026","The Majhot COOP LANDC Society Ltd","Payment Success","456724"
"4070","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP843/2025-2026/223667","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","20-Apr-2026","The Majhot COOP LANDC Society Ltd","Payment Success","502270"
"4071","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP073/2026-2027/273872","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","15-May-2026","Radhakanta Kachari house to Sotora Das house","Payment Success","2200000"
"4072","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP073/2025-2026/273864","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","15-May-2026","Kumud Das house to Adarshapara road","Payment Success","2500000"
"4073","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18294/2025-2026/177165","LATUR(DISTRICT COLLECTOR LATUR_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","16-Dec-2025","AJAYKUMAR SHIVAJI GUNTHE","Payment Success","998304"
"4074","Rajasthan","Purchase of hospital equipment","WS/MP146/2024-2025/141425","JAIPUR(DISTRICT COLLECTOR JAIPUR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","11-Dec-2025","MEDI BIOTEK INDIA PVT LTD","Payment Success","2478000"
"4075","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2025-2026/250306","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","12-Dec-2025","GRAM PANCHAYAT KOT RA","Payment Success","400000"
"4076","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2025-2026/250306","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","24-Dec-2025","GRAM PANCHAYAT KOT RA","Payment Success","350000"
"4077","Andhra Pradesh","Construction of community centers and community halls","WS/MP18427/2025-2026/190859","Palnadu(District Collector Palnadu_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","17-Dec-2025","USR CONSTRUCTIONS","Payment Success","1299879"
"4078","Andhra Pradesh","Construction of community centers and community halls","WS/MP18427/2025-2026/190859","Palnadu(District Collector Palnadu_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","17-Jun-2026","USR CONSTRUCTIONS","Payment Success","1185445"
"4079","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP116/2025-2026/174196","MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA)","Shri Sanjay Raut (2022-28) (2022-2028)","Elected MP","21-Jan-2026","Suvir Entreprises","Payment Success","1998481"
"4080","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP116/2025-2026/174216","MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA)","Shri Sanjay Raut (2022-28) (2022-2028)","Elected MP","19-Jun-2026","Suvir Entreprises","Payment Success","2498103"
"4081","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP116/2025-2026/174199","MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA)","Shri Sanjay Raut (2022-28) (2022-2028)","Elected MP","19-Jun-2026","Suvir Entreprises","Payment Success","2498103"
"4082","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP202/2025-2026/268461","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","19-May-2026","MS Ajay Kumar jaiswal","Payment Success","1845613"
"4083","Andhra Pradesh","Providing drains and gutters for public drainage","WS/MP18428/2025-2026/200662","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","10-Jan-2026","Chittiboina Padmavathi","Payment Success","324894"
"4084","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18298/2025-2026/214381","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","12-Dec-2025","Amararam","Payment Success","16800"
"4085","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP148/2025-2026/207111","Kotputli-Behror(DISTRICT COLLECTOR Kotputli Behror_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","18-Dec-2025","HARIOM CONSTRUCTION COMPANY","Payment Success","998000"
"4086","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP148/2025-2026/207159","Kotputli-Behror(DISTRICT COLLECTOR Kotputli Behror_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","18-Dec-2025","HARIOM CONSTRUCTION COMPANY","Payment Success","998000"
"4087","Uttar Pradesh","Providing CCTV camera system for security of public areas","WS/MP202/2025-2026/228308","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","16-Dec-2025","Shri Dwarika Computers","Payment Success","536900"
"4088","Karnataka","Construction of community centers and community halls","WS/MP18364/2025-2026/221359","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","18-Jun-2026","VENKTESH PAMMAR","Payment Success","375000"
