"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"17641","West Bengal","Lighting of public spaces","WS/MP18255/2025-2026/220354","Uttar Dinajpur(DISTRICT MAGISTRATE UTTAR DINAJPUR_IDA)","KARTICK CHANDRA PAUL (2024-2029)","Elected MP","03-Apr-2026","B PAUL AND CO","Payment Success","249315"
"17642","West Bengal","Lighting of public spaces","WS/MP18255/2025-2026/220355","Uttar Dinajpur(DISTRICT MAGISTRATE UTTAR DINAJPUR_IDA)","KARTICK CHANDRA PAUL (2024-2029)","Elected MP","03-Apr-2026","B PAUL AND CO","Payment Success","249315"
"17643","West Bengal","Lighting of public spaces","WS/MP18255/2025-2026/220352","Uttar Dinajpur(DISTRICT MAGISTRATE UTTAR DINAJPUR_IDA)","KARTICK CHANDRA PAUL (2024-2029)","Elected MP","03-Apr-2026","B PAUL AND CO","Payment Success","249315"
"17644","West Bengal","Lighting of public spaces","WS/MP18255/2025-2026/220353","Uttar Dinajpur(DISTRICT MAGISTRATE UTTAR DINAJPUR_IDA)","KARTICK CHANDRA PAUL (2024-2029)","Elected MP","03-Apr-2026","B PAUL AND CO","Payment Success","249315"
"17645","West Bengal","Lighting of public spaces","WS/MP18255/2025-2026/220358","Uttar Dinajpur(DISTRICT MAGISTRATE UTTAR DINAJPUR_IDA)","KARTICK CHANDRA PAUL (2024-2029)","Elected MP","03-Apr-2026","B PAUL AND CO","Payment Success","249315"
"17646","West Bengal","Lighting of public spaces","WS/MP18255/2025-2026/220357","Uttar Dinajpur(DISTRICT MAGISTRATE UTTAR DINAJPUR_IDA)","KARTICK CHANDRA PAUL (2024-2029)","Elected MP","03-Apr-2026","B PAUL AND CO","Payment Success","249315"
"17647","West Bengal","Lighting of public spaces","WS/MP18255/2025-2026/220356","Uttar Dinajpur(DISTRICT MAGISTRATE UTTAR DINAJPUR_IDA)","KARTICK CHANDRA PAUL (2024-2029)","Elected MP","03-Apr-2026","B PAUL AND CO","Payment Success","249315"
"17648","West Bengal","Lighting of public spaces","WS/MP18255/2025-2026/220367","Uttar Dinajpur(DISTRICT MAGISTRATE UTTAR DINAJPUR_IDA)","KARTICK CHANDRA PAUL (2024-2029)","Elected MP","03-Apr-2026","B PAUL AND CO","Payment Success","249315"
"17649","West Bengal","Lighting of public spaces","WS/MP18255/2025-2026/220382","Uttar Dinajpur(DISTRICT MAGISTRATE UTTAR DINAJPUR_IDA)","KARTICK CHANDRA PAUL (2024-2029)","Elected MP","03-Apr-2026","B PAUL AND CO","Payment Success","249315"
"17650","West Bengal","Lighting of public spaces","WS/MP18255/2025-2026/220360","Uttar Dinajpur(DISTRICT MAGISTRATE UTTAR DINAJPUR_IDA)","KARTICK CHANDRA PAUL (2024-2029)","Elected MP","03-Apr-2026","B PAUL AND CO","Payment Success","249315"
"17651","West Bengal","Lighting of public spaces","WS/MP18255/2025-2026/220359","Uttar Dinajpur(DISTRICT MAGISTRATE UTTAR DINAJPUR_IDA)","KARTICK CHANDRA PAUL (2024-2029)","Elected MP","03-Apr-2026","B PAUL AND CO","Payment Success","249315"
"17652","West Bengal","Lighting of public spaces","WS/MP18255/2025-2026/220366","Uttar Dinajpur(DISTRICT MAGISTRATE UTTAR DINAJPUR_IDA)","KARTICK CHANDRA PAUL (2024-2029)","Elected MP","03-Apr-2026","B PAUL AND CO","Payment Success","249315"
"17653","West Bengal","Lighting of public spaces","WS/MP18255/2025-2026/220406","Uttar Dinajpur(DISTRICT MAGISTRATE UTTAR DINAJPUR_IDA)","KARTICK CHANDRA PAUL (2024-2029)","Elected MP","04-Apr-2026","B PAUL AND CO","Payment Success","249315"
"17654","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18367/2025-2026/227937","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","LOVELY ANAND (2024-2029)","Elected MP","02-Jan-2026","SHOBHA SINGH","Payment Success","998899"
"17655","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18367/2025-2026/227938","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","LOVELY ANAND (2024-2029)","Elected MP","02-Jan-2026","SHOBHA SINGH","Payment Success","999398"
"17656","Madhya Pradesh","Construction of culverts and bridges","WS/MP18109/2025-2026/225927","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA (2024-2029)","Elected MP","26-Dec-2025","GRAM PANCHAYAT BAHARI","Payment Success","49700"
"17657","Madhya Pradesh","Construction of culverts and bridges","WS/MP18109/2025-2026/225927","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA (2024-2029)","Elected MP","26-Dec-2025","GRAM PANCHAYAT BAHARI","Payment Success","49962"
"17658","Madhya Pradesh","Construction of culverts and bridges","WS/MP18109/2025-2026/225927","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA (2024-2029)","Elected MP","26-Dec-2025","GRAM PANCHAYAT BAHARI","Payment Success","49950"
"17659","Madhya Pradesh","Construction of culverts and bridges","WS/MP18109/2025-2026/225927","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA (2024-2029)","Elected MP","26-Dec-2025","GRAM PANCHAYAT BAHARI","Payment Success","49985"
"17660","Madhya Pradesh","Construction of culverts and bridges","WS/MP18109/2025-2026/225927","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA (2024-2029)","Elected MP","26-Dec-2025","GRAM PANCHAYAT BAHARI","Payment Success","50403"
"17661","Madhya Pradesh","Construction of culverts and bridges","WS/MP18109/2025-2026/225927","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA (2024-2029)","Elected MP","08-May-2026","GRAM PANCHAYAT BAHARI","Payment Success","52500"
"17662","Madhya Pradesh","Construction of culverts and bridges","WS/MP18109/2025-2026/225927","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA (2024-2029)","Elected MP","08-May-2026","GRAM PANCHAYAT BAHARI","Payment Success","50000"
"17663","Madhya Pradesh","Construction of culverts and bridges","WS/MP18109/2025-2026/225927","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA (2024-2029)","Elected MP","08-May-2026","GRAM PANCHAYAT BAHARI","Payment Success","71592"
"17664","Madhya Pradesh","Construction of culverts and bridges","WS/MP18109/2025-2026/225927","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA (2024-2029)","Elected MP","08-May-2026","GRAM PANCHAYAT BAHARI","Payment Success","75000"
"17665","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18034/2025-2026/220999","VAISHALI(DISTRICT PLANNING OFFICER VAISHALI_IDA)","CHIRAG PASWAN (2024-2029)","Elected MP","20-Dec-2025","Nitish Kumar","Payment Success","990004"
"17666","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18034/2025-2026/221588","VAISHALI(DISTRICT PLANNING OFFICER VAISHALI_IDA)","CHIRAG PASWAN (2024-2029)","Elected MP","26-Dec-2025","Nitish Kumar","Payment Success","988795"
"17667","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP728/2025-2026/192113","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","04-Feb-2026","FHARJANA BANU","Payment Success","14820"
"17668","West Bengal","Street lights","WS/MP18353/2025-2026/156742","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","RACHNA BANERJEE (2024-2029)","Elected MP","26-Dec-2025","OM ELECTRIC","Payment Success","234587"
"17669","West Bengal","Street lights","WS/MP18353/2025-2026/156743","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","RACHNA BANERJEE (2024-2029)","Elected MP","26-Dec-2025","OM ELECTRIC","Payment Success","234587"
"17670","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP728/2025-2026/192113","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","04-Feb-2026","Pema Ram","Payment Success","14820"
"17671","Meghalaya","Development of playfields and sports grounds","WS/MP18309/2025-2026/155245","SOUTH GARO HILLS(DEPUTY COMMISSIONER BAGHMARA_IDA)","SALENG A SANGMA (2024-2029)","Elected MP","17-Feb-2026","South Garo Hills Academy For Cricket Foundation","Payment Success","250000"
"17672","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP728/2025-2026/192113","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","04-Feb-2026","CHIMNA RAM","Payment Success","3705"
"17673","Himachal Pradesh","Construction of community centers and community halls","WS/MP18328/2025-2026/242451","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Kangana Ranaut (2024-2029)","Elected MP","23-Dec-2025","GRAM PANCHAYAT JAMANI","Payment Success","200000"
"17674","Himachal Pradesh","Construction of community centers and community halls","WS/MP18328/2025-2026/242451","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Kangana Ranaut (2024-2029)","Elected MP","13-Aug-2026","GRAM PANCHAYAT JAMANI","Payment Success","190000"
"17675","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP728/2025-2026/192113","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","04-Feb-2026","Ramlal","Payment Success","11700"
"17676","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP728/2025-2026/192113","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","04-Feb-2026","Ramlal","Payment Success","35100"
"17677","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP728/2025-2026/192113","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","04-Feb-2026","Guddi Banu","Payment Success","11115"
"17678","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP728/2025-2026/192113","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","04-Feb-2026","BHARAT RAJ","Payment Success","7410"
"17679","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP728/2025-2026/192113","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","04-Feb-2026","RAMSWROOP","Payment Success","7410"
"17680","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP728/2025-2026/192113","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","04-Feb-2026","Subhash","Payment Success","7410"
"17681","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP728/2025-2026/192113","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","04-Feb-2026","Nizam Khan","Payment Success","11700"
"17682","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP728/2025-2026/192113","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","04-Feb-2026","Mahendra Kumar","Payment Success","11700"
"17683","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP728/2025-2026/192113","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","04-Feb-2026","Menjer khan","Payment Success","35100"
"17684","Uttar Pradesh","Improvement of electricity distribution infrastructure","WS/MP18208/2025-2026/255394","BASTI(DISTRICT MAGISTRATE BASTI_IDA)","RAM PRASAD CHAUDHARY (2024-2029)","Elected MP","29-Dec-2025","EXECUTIVE ENGINEER ELECTRICITY DISTRIBUTION DIVISION 2nd","Payment Success","230900"
"17685","Uttar Pradesh","Improvement of electricity distribution infrastructure","WS/MP18208/2025-2026/270854","BASTI(DISTRICT MAGISTRATE BASTI_IDA)","RAM PRASAD CHAUDHARY (2024-2029)","Elected MP","13-Mar-2026","EXECUTIVE ENGINEER ELECTRICITY DISTRIBUTION DIVISION 2nd","Payment Success","476500"
"17686","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP642/2025-2026/197109","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh (2024-2029)","Elected MP","23-Dec-2025","M S SUNIL Traders","Payment Success","399100"
"17687","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP728/2025-2026/192113","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","04-Feb-2026","DHARM PAL","Payment Success","11700"
"17688","West Bengal","Security gates in streets/public place for safety purpose","WS/MP852/2024-2025/175018","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Abu Taher Khan (2024-2029)","Elected MP","08-Jan-2026","Nayan Sekh","Payment Success","247070"
"17689","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18122/2025-2026/173942","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","KALYAN VAIJINATHRAO KALE (2024-2029)","Elected MP","20-Dec-2025","CH GAJANAN MSS LTD","Payment Success","999205"
"17690","Karnataka","Construction of buildings for community cultural activities","WS/	 MP620/2025-2026/206404","DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA)","Pralhad Venkatesh Joshi (2024-2029)","Elected MP","20-Dec-2025","PANDURANG K KUNKUR","Payment Success","397479"
"17691","Karnataka","Construction of buildings for community cultural activities","WS/	 MP620/2025-2026/206397","DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA)","Pralhad Venkatesh Joshi (2024-2029)","Elected MP","20-Dec-2025","Harish L Koneri","Payment Success","397502"
"17692","Haryana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18064/2025-2026/203146","KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA)","NAVEEN JINDAL (2024-2029)","Elected MP","19-Dec-2025","THE CLASSIC INTERNATIONAL CO OP L AND C SOCIETY","Payment Success","468859"
"17693","Haryana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18064/2025-2026/203146","KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA)","NAVEEN JINDAL (2024-2029)","Elected MP","02-Apr-2026","THE CLASSIC INTERNATIONAL CO OP L AND C SOCIETY","Payment Success","168083"
"17694","Haryana","Construction of boundary walls of existing public and community buildings","WS/MP18064/2025-2026/214204","KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA)","NAVEEN JINDAL (2024-2029)","Elected MP","01-May-2026","THE CLASSIC INTERNATIONAL CO OP L AND C SOCIETY","Payment Success","1009214"
"17695","Karnataka","Construction of community centers and community halls","WS/MP618/2025-2026/188579","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar (2024-2029)","Elected MP","22-Dec-2025","MALLIKARJUN VIJAYKUMAR","Payment Success","375000"
"17696","Karnataka","Construction of community centers and community halls","WS/MP618/2025-2026/188579","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar (2024-2029)","Elected MP","17-Jan-2026","MALLIKARJUN VIJAYKUMAR","Payment Success","124913"
"17697","Karnataka","Construction of community centers and community halls","WS/MP618/2025-2026/208380","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar (2024-2029)","Elected MP","09-Jan-2026","MALLIKARJUN VIJAYKUMAR","Payment Success","375000"
"17698","Karnataka","Construction of community centers and community halls","WS/MP618/2025-2026/208380","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar (2024-2029)","Elected MP","03-Feb-2026","MALLIKARJUN VIJAYKUMAR","Payment Success","124506"
"17699","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18102/2025-2026/206924","DHAR(DISTRICT COLLECTOR DHAR_IDA)","SAVITRI THAKUR (2024-2029)","Elected MP","19-Dec-2025","Gram Panchayat Pedwi janpad Panchayat dharmpuri","Payment Success","250000"
"17700","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18102/2025-2026/206924","DHAR(DISTRICT COLLECTOR DHAR_IDA)","SAVITRI THAKUR (2024-2029)","Elected MP","11-May-2026","Gram Panchayat Pedwi janpad Panchayat dharmpuri","Payment Success","249871"
"17701","Tamil Nadu","Purchase of hospital equipment","WS/MP758/2025-2026/149078","KARUR(DISTRICT COLLECTOR KARUR_IDA)","Smt S Jothimani (2024-2029)","Elected MP","12-Mar-2026","Lotus Medical  Systems","Payment Success","137500"
"17702","Tamil Nadu","Purchase of hospital equipment","WS/MP758/2025-2026/201234","KARUR(DISTRICT COLLECTOR KARUR_IDA)","Smt S Jothimani (2024-2029)","Elected MP","12-Mar-2026","Lotus Medical  Systems","Payment Success","133500"
"17703","Tamil Nadu","Purchase of hospital equipment","WS/MP758/2025-2026/201233","KARUR(DISTRICT COLLECTOR KARUR_IDA)","Smt S Jothimani (2024-2029)","Elected MP","12-Mar-2026","Lotus Medical  Systems","Payment Success","1097500"
"17704","Tamil Nadu","Purchase of hospital equipment","WS/MP18312/2025-2026/224359","TIRUCHIRAPPALLI(DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA)","DURAI VAIKO (2024-2029)","Elected MP","20-Dec-2025","Lotus Medical  Systems","Payment Success","588000"
"17705","Gujarat","Construction of common work sheds/ common covered sitting area","WS/MP582/2024-2025/145265","SURAT(DISTRICT COLLECTOR SURAT_IDA)","Prabhubhai Nagarbhai Vasava (2024-2029)","Elected MP","29-Dec-2025","VRAJ JAYANTIBHAI PATEL","Payment Success","579471"
"17706","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18324/2025-2026/219934","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","BHARATBHAI MANUBHAI SUTARIYA (2024-2029)","Elected MP","22-Dec-2025","KHAD KHAMBHALIYA GRAM PANCHAYAT","Payment Success","298800"
"17707","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18324/2025-2026/239157","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","BHARATBHAI MANUBHAI SUTARIYA (2024-2029)","Elected MP","11-Feb-2026","FATEPUR GRAM PANCHAYAT","Payment Success","300000"
